Date,P/L,Amt,color,Returns in %,Calculated Consec. Returns in %,Calculated Consec. Returns in Decimal
2020-01-16,-1704.81,388674.118,red,-0.004262025,-2.83%,-0.028314704999999996
2020-01-17,-2200.0,386474.118,red,-0.0055,-3.38%,-0.033814704999999994
2020-01-20,12343.79,398817.908,green,0.030859475,-0.30%,-0.002955229999999996
2020-01-22,1231.391,400049.299,green,0.0030784775,0.01%,0.00012324750000000401
2020-01-23,-4400.0,395649.299,red,-0.011,-1.09%,-0.010876752499999996
2020-01-24,-4400.0,391249.299,red,-0.011,-2.19%,-0.021876752499999996
2020-01-28,10492.79,401742.089,green,0.026231975,0.44%,0.0043552225000000055
2020-01-29,661.8114,402403.9004,green,0.0016545285,0.60%,0.006009751000000006
2020-01-30,-3109.63,399294.2704,red,-0.007774075,-0.18%,-0.0017643239999999942
2020-01-31,5870.867,405165.1374,green,0.0146771675,1.29%,0.012912843500000005
2020-02-03,-6600.0,398565.1374,red,-0.0165,-1.65%,-0.0165
2020-02-04,5271.589,403836.7264,green,0.0131789725,-0.33%,-0.0033210275000000004
2020-02-05,-6600.0,397236.7264,red,-0.0165,-1.98%,-0.0198210275
2020-02-06,1410.637,398647.3634,green,0.0035265925,-1.63%,-0.016294435000000003
2020-02-07,4513.703,403161.0664,green,0.0112842575,-0.50%,-0.005010177500000001
2020-02-10,-2200.0,400961.0664,red,-0.0055,-1.05%,-0.0105101775
2020-02-11,-321.686,400639.3804,red,-0.000804215,-1.13%,-0.011314392500000001
2020-02-12,21038.45,421677.8304,green,0.052596125,4.13%,0.0412817325
2020-02-13,-4400.0,417277.8304,red,-0.011,3.03%,0.030281732500000002
2020-02-14,16669.9,433947.7304,green,0.04167475,7.20%,0.0719564825
2020-02-17,3456.594,437404.3244,green,0.008641485,8.06%,0.0805979675
2020-02-19,-4709.28,432695.0444,red,-0.0117732,6.88%,0.06882476750000001
2020-02-25,1719.153,434414.1974,green,0.0042978825,7.31%,0.07312265000000001
2020-02-26,-2200.0,432214.1974,red,-0.0055,6.76%,0.06762265
2020-03-02,6844.327,439058.5244,green,0.0171108175,1.71%,0.0171108175
2020-03-03,-6600.0,432458.5244,red,-0.0165,0.06%,0.0006108174999999993
2020-03-04,-2200.0,430258.5244,red,-0.0055,-0.49%,-0.0048891825
2020-03-05,-3785.78,426472.7444,red,-0.00946445,-1.44%,-0.0143536325
2020-03-09,-4400.0,422072.7444,red,-0.011,-2.54%,-0.0253536325
2020-03-17,7936.967,430009.7114,green,0.0198424175,-0.55%,-0.005511215
2020-03-20,6817.467,436827.1784,green,0.0170436675,1.15%,0.011532452500000002
2020-03-24,6297.701,443124.8794,green,0.0157442525,2.73%,0.027276705000000002
2020-03-25,-2200.0,440924.8794,red,-0.0055,2.18%,0.021776705
2020-03-26,-2200.0,438724.8794,red,-0.0055,1.63%,0.016276705000000002
2020-03-27,13951.91,452676.7894,green,0.034879775,5.12%,0.051156480000000004
2020-03-30,-2200.0,450476.7894,red,-0.0055,4.57%,0.045656480000000006
2020-03-31,-8800.0,441676.7894,red,-0.022,2.37%,0.023656480000000008
2020-04-01,4910.653,446587.4424,green,0.0122766325,1.23%,0.0122766325
2020-04-03,4930.037,451517.4794,green,0.0123250925,2.46%,0.024601725
2020-04-07,-8800.0,442717.4794,red,-0.022,0.26%,0.0026017250000000026
2020-04-08,-1049.71,441667.7694,red,-0.002624275,-0.00%,-2.2549999999997485e-05
2020-04-09,8889.729,450557.4984,green,0.0222243225,2.22%,0.022201772500000005
2020-04-13,-4400.0,446157.4984,red,-0.011,1.12%,0.011201772500000005
2020-04-15,17592.93,463750.4284,green,0.043982325,5.52%,0.05518409750000001
2020-04-16,-6600.0,457150.4284,red,-0.0165,3.87%,0.03868409750000001
2020-04-17,-8800.0,448350.4284,red,-0.022,1.67%,0.01668409750000001
2020-04-20,471.8181,448822.2465,green,0.00117954525,1.79%,0.01786364275000001
2020-04-22,-2200.0,446622.2465,red,-0.0055,1.24%,0.01236364275000001
2020-04-23,302.9514,446925.1979,green,0.0007573785,1.31%,0.013121021250000009
2020-04-24,-2200.0,444725.1979,red,-0.0055,0.76%,0.00762102125000001
2020-04-27,-6600.0,438125.1979,red,-0.0165,-0.89%,-0.008878978749999992
2020-04-28,8494.491,446619.6889,green,0.0212362275,1.24%,0.012357248750000008
2020-04-29,-8800.0,437819.6889,red,-0.022,-0.96%,-0.009642751249999991
2020-04-30,5153.754,442973.4429,green,0.012884385,0.32%,0.003241633750000009
2020-05-04,-4400.0,438573.4429,red,-0.011,-1.10%,-0.011
2020-05-05,6366.976,444940.4189,green,0.01591744,0.49%,0.004917440000000002
2020-05-06,7545.419,452485.8379,green,0.0188635475,2.38%,0.023780987500000003
2020-05-07,13496.68,465982.5179,green,0.0337417,5.75%,0.0575226875
2020-05-08,-8800.0,457182.5179,red,-0.022,3.55%,0.035522687500000004
2020-05-11,7819.733,465002.2509,green,0.0195493325,5.51%,0.05507202
2020-05-13,-5865.21,459137.0409,red,-0.014663025,4.04%,0.040408995
2020-05-14,6728.238,465865.2789,green,0.016820595,5.72%,0.057229590000000004
2020-05-15,-4400.0,461465.2789,red,-0.011,4.62%,0.04622959
2020-05-18,14801.97,476267.2489,green,0.037004925,8.32%,0.08323451500000001
2020-05-19,-4685.19,471582.0589,red,-0.011712975,7.15%,0.07152154000000001
2020-05-20,-1601.14,469980.9189,red,-0.00400285,6.75%,0.06751869
2020-05-21,4045.21,474026.1289,green,0.010113025,7.76%,0.077631715
2020-05-22,2136.474,476162.6029,green,0.005341185,8.30%,0.0829729
2020-05-26,-757.13,475405.4729,red,-0.001892825,8.11%,0.081080075
2020-05-28,-2200.0,473205.4729,red,-0.0055,7.56%,0.07558007500000001
2020-05-29,362.8672,473568.3401,green,0.000907168,7.65%,0.07648724300000001
2020-06-01,-6600.0,466968.3401,red,-0.0165,-1.65%,-0.0165
2020-06-02,587.0156,467555.3557,green,0.001467539,-1.50%,-0.015032461
2020-06-03,10077.14,477632.4957,green,0.02519285,1.02%,0.010160388999999999
2020-06-04,-420.718,477211.7777,red,-0.001051795,0.91%,0.009108594
2020-06-05,-6435.64,470776.1377,red,-0.0160891,-0.70%,-0.006980505999999999
2020-06-08,7579.75,478355.8877,green,0.018949375,1.20%,0.011968869000000002
2020-06-09,2091.05,480446.9377,green,0.005227625,1.72%,0.017196494
2020-06-10,-2200.0,478246.9377,red,-0.0055,1.17%,0.011696494000000002
2020-06-11,-161.199,478085.7387,red,-0.0004029975,1.13%,0.011293496500000002
2020-06-15,8797.353,486883.0917,green,0.0219933825,3.33%,0.033286879
2020-06-16,28539.44,515422.5317,green,0.0713486,10.46%,0.104635479
2020-06-17,3587.458,519009.9897,green,0.008968645,11.36%,0.11360412399999999
2020-06-18,-4400.0,514609.9897,red,-0.011,10.26%,0.10260412399999999
2020-06-19,916.6244,515526.6141,green,0.002291561,10.49%,0.10489568499999999
2020-06-22,-155.239,515371.3751,red,-0.0003880975,10.45%,0.10450758749999998
2020-06-23,18568.85,533940.2251,green,0.046422125,15.09%,0.15092971249999998
2020-06-24,20945.33,554885.5551,green,0.052363325,20.33%,0.2032930375
2020-06-26,13063.35,567948.9051,green,0.032658375,23.60%,0.2359514125
2020-06-29,6246.4,574195.3051,green,0.015616,25.16%,0.2515674125
2020-06-30,26906.19,601101.4951,green,0.067265475,31.88%,0.3188328875
2020-07-01,-2968.14,598133.3551,red,-0.00742035,-0.74%,-0.00742035
2020-07-02,18582.04,616715.3951,green,0.0464551,3.90%,0.03903475
2020-07-03,-5909.45,610805.9451,red,-0.014773625,2.43%,0.024261125
2020-07-06,-8800.0,602005.9451,red,-0.022,0.23%,0.0022611250000000027
2020-07-07,-2003.07,600002.8751,red,-0.005007675,-0.27%,-0.002746549999999997
2020-07-08,6281.796,606284.6711,green,0.01570449,1.30%,0.012957940000000005
2020-07-09,10403.14,616687.8111,green,0.02600785,3.90%,0.03896579
2020-07-10,-2200.0,614487.8111,red,-0.0055,3.35%,0.03346579
2020-07-13,29401.73,643889.5411,green,0.073504325,10.70%,0.106970115
2020-07-14,-2200.0,641689.5411,red,-0.0055,10.15%,0.10147011499999999
2020-07-15,-4400.0,637289.5411,red,-0.011,9.05%,0.09047011499999999
2020-07-16,4950.059,642239.6001,green,0.0123751475,10.28%,0.10284526249999999
2020-07-17,10821.83,653061.4301,green,0.027054575,12.99%,0.1298998375
2020-07-20,3747.777,656809.2071,green,0.0093694425,13.93%,0.13926928
2020-07-21,7137.354,663946.5611,green,0.017843385,15.71%,0.15711266499999998
2020-07-22,-6600.0,657346.5611,red,-0.0165,14.06%,0.140612665
2020-07-23,-6600.0,650746.5611,red,-0.0165,12.41%,0.12411266499999998
2020-07-24,4192.088,654938.6491,green,0.01048022,13.46%,0.134592885
2020-07-27,-25.2902,654913.3589,red,-6.32255e-05,13.45%,0.13452965949999998
2020-07-28,-6600.0,648313.3589,red,-0.0165,11.80%,0.1180296595
2020-07-29,3573.897,651887.2559,green,0.0089347425,12.70%,0.12696440199999998
2020-07-30,-2200.0,649687.2559,red,-0.0055,12.15%,0.12146440199999999
2020-07-31,-1574.97,648112.2859,red,-0.003937425,11.75%,0.11752697699999999
2020-08-03,12670.57,660782.8559,green,0.031676425,3.17%,0.031676425
2020-08-04,-1745.89,659036.9659,red,-0.004364725,2.73%,0.0273117
2020-08-05,1147.604,660184.5699,green,0.00286901,3.02%,0.03018071
2020-08-06,5933.471,666118.0409,green,0.0148336775,4.50%,0.0450143875
2020-08-07,-1.69553,666116.3454,red,-4.238825e-06,4.50%,0.045010148675
2020-08-10,-8800.0,657316.3454,red,-0.022,2.30%,0.023010148675
2020-08-11,9995.027,667311.3724,green,0.0249875675,4.80%,0.047997716174999996
2020-08-12,-2200.0,665111.3724,red,-0.0055,4.25%,0.042497716175
2020-08-13,8808.401,673919.7734,green,0.0220210025,6.45%,0.064518718675
2020-08-14,20837.71,694757.4834,green,0.052094275,11.66%,0.116612993675
2020-08-17,1826.316,696583.7994,green,0.00456579,12.12%,0.12117878367500001
2020-08-18,5861.968,702445.7674,green,0.01465492,13.58%,0.135833703675
2020-08-19,-196.963,702248.8044,red,-0.0004924075,13.53%,0.13534129617500001
2020-08-20,3840.343,706089.1474,green,0.0096008575,14.49%,0.14494215367500002
2020-08-21,24643.18,730732.3274,green,0.06160795,20.66%,0.206550103675
2020-08-24,10169.14,740901.4674,green,0.02542285,23.20%,0.231972953675
2020-08-25,4352.398,745253.8654,green,0.010880995,24.29%,0.24285394867500001
2020-08-26,-2253.38,743000.4854,red,-0.00563345,23.72%,0.237220498675
2020-08-27,-2342.81,740657.6754,red,-0.005857025,23.14%,0.23136347367500001
2020-08-28,10792.23,751449.9054,green,0.026980575,25.83%,0.258344048675
2020-08-31,44659.6,796109.5054,green,0.111649,37.00%,0.369993048675
2020-09-01,-5027.48,791082.0254,red,-0.0125687,-1.26%,-0.0125687
2020-09-02,-4400.0,786682.0254,red,-0.011,-2.36%,-0.023568699999999998
2020-09-03,-6482.2,780199.8254,red,-0.0162055,-3.98%,-0.0397742
2020-09-07,5033.244,785233.0694,green,0.01258311,-2.72%,-0.02719109
2020-09-08,-2200.0,783033.0694,red,-0.0055,-3.27%,-0.032691090000000006
2020-09-09,1840.61,784873.6794,green,0.004601525,-2.81%,-0.028089565000000004
2020-09-10,-4400.0,780473.6794,red,-0.011,-3.91%,-0.039089565
2020-09-11,1879.271,782352.9504,green,0.0046981775,-3.44%,-0.0343913875
2020-09-14,-8800.0,773552.9504,red,-0.022,-5.64%,-0.0563913875
2020-09-15,-4400.0,769152.9504,red,-0.011,-6.74%,-0.0673913875
2020-09-16,2487.906,771640.8564,green,0.006219765,-6.12%,-0.0611716225
2020-09-17,-2200.0,769440.8564,red,-0.0055,-6.67%,-0.0666716225
2020-09-18,-812.031,768628.8254,red,-0.0020300775,-6.87%,-0.0687017
2020-09-21,-2200.0,766428.8254,red,-0.0055,-7.42%,-0.0742017
2020-09-22,-2200.0,764228.8254,red,-0.0055,-7.97%,-0.0797017
2020-09-23,12228.74,776457.5654,green,0.03057185,-4.91%,-0.049129849999999996
2020-09-25,-6600.0,769857.5654,red,-0.0165,-6.56%,-0.06562984999999999
2020-09-28,-8800.0,761057.5654,red,-0.022,-8.76%,-0.08762985
2020-09-29,9088.554,770146.1194,green,0.022721385,-6.49%,-0.064908465
2020-10-01,640.9768,770787.0962,green,0.001602442,0.16%,0.001602442
2020-10-05,4998.47,775785.5662,green,0.012496175,1.41%,0.014098617
2020-10-06,-6600.0,769185.5662,red,-0.0165,-0.24%,-0.002401383
2020-10-07,1937.261,771122.8272,green,0.0048431525,0.24%,0.0024417694999999996
2020-10-08,-3955.26,767167.5672,red,-0.00988815,-0.74%,-0.0074463805000000004
2020-10-09,-4400.0,762767.5672,red,-0.011,-1.84%,-0.018446380499999998
2020-10-12,-3089.39,759678.1772,red,-0.007723475,-2.62%,-0.0261698555
2020-10-13,-4400.0,755278.1772,red,-0.011,-3.72%,-0.0371698555
2020-10-15,-2200.0,753078.1772,red,-0.0055,-4.27%,-0.0426698555
2020-10-16,-4369.13,748709.0472,red,-0.010922825,-5.36%,-0.053592680499999996
2020-10-19,-6600.0,742109.0472,red,-0.0165,-7.01%,-0.0700926805
2020-10-20,2537.461,744646.5082,green,0.0063436525,-6.37%,-0.063749028
2020-10-21,7030.597,751677.1052,green,0.0175764925,-4.62%,-0.0461725355
2020-10-22,-2200.0,749477.1052,red,-0.0055,-5.17%,-0.0516725355
2020-10-23,-12.9302,749464.175,red,-3.23255e-05,-5.17%,-0.051704861
2020-10-26,15243.31,764707.485,green,0.038108275,-1.36%,-0.013596586
2020-10-28,-2200.0,762507.485,red,-0.0055,-1.91%,-0.019096586
2020-10-29,1879.048,764386.533,green,0.00469762,-1.44%,-0.014398966000000001
2020-10-30,-1895.34,762491.193,red,-0.00473835,-1.91%,-0.019137316
2020-11-02,-1857.39,760633.803,red,-0.004643475,-0.46%,-0.004643475
2020-11-03,-6600.0,754033.803,red,-0.0165,-2.11%,-0.021143475000000002
